cycle, observation, reward, action, explored, explore_rate, total reward, average reward
1, 0, 0, 1, 0, 0, 0, 0
2, 0, 0, 1, 0, 0, 0, 0
3, 0, 0, 1, 0, 0, 0, 0
4, 1, 1, 1, 0, 0, 1, 0.25
5, 0, 0, 1, 0, 0, 1, 0.2
6, 0, 0, 1, 0, 0, 1, 0.166667
7, 0, 0, 1, 0, 0, 1, 0.142857
8, 0, 0, 1, 0, 0, 1, 0.125
9, 0, 0, 1, 0, 0, 1, 0.111111
10, 0, 0, 0, 0, 0, 1, 0.1
11, 0, 1, 1, 0, 0, 2, 0.181818
12, 0, 0, 0, 0, 0, 2, 0.166667
13, 0, 1, 0, 0, 0, 3, 0.230769
14, 0, 1, 0, 0, 0, 4, 0.285714
15, 0, 1, 0, 0, 0, 5, 0.333333
16, 0, 1, 0, 0, 0, 6, 0.375
17, 0, 1, 0, 0, 0, 7, 0.411765
18, 0, 1, 0, 0, 0, 8, 0.444444
19, 0, 1, 0, 0, 0, 9, 0.473684
20, 0, 1, 0, 0, 0, 10, 0.5
21, 0, 1, 0, 0, 0, 11, 0.52381
22, 0, 1, 0, 0, 0, 12, 0.545455
23, 0, 1, 0, 0, 0, 13, 0.565217
24, 0, 1, 0, 0, 0, 14, 0.583333
25, 0, 1, 0, 0, 0, 15, 0.6
26, 0, 1, 0, 0, 0, 16, 0.615385
27, 0, 1, 0, 0, 0, 17, 0.62963
28, 1, 0, 1, 0, 0, 17, 0.607143
29, 0, 0, 0, 0, 0, 17, 0.586207
30, 0, 1, 0, 0, 0, 18, 0.6
31, 0, 1, 0, 0, 0, 19, 0.612903
32, 0, 1, 0, 0, 0, 20, 0.625
33, 0, 1, 0, 0, 0, 21, 0.636364
34, 0, 1, 0, 0, 0, 22, 0.647059
35, 0, 1, 0, 0, 0, 23, 0.657143
36, 1, 0, 1, 0, 0, 23, 0.638889
37, 0, 0, 0, 0, 0, 23, 0.621622
38, 0, 1, 0, 0, 0, 24, 0.631579
39, 0, 1, 0, 0, 0, 25, 0.641026
40, 0, 1, 0, 0, 0, 26, 0.65
41, 0, 1, 0, 0, 0, 27, 0.658537
42, 0, 1, 0, 0, 0, 28, 0.666667
43, 0, 1, 0, 0, 0, 29, 0.674419
44, 1, 0, 1, 0, 0, 29, 0.659091
45, 0, 0, 0, 0, 0, 29, 0.644444
46, 0, 1, 0, 0, 0, 30, 0.652174
47, 1, 0, 1, 0, 0, 30, 0.638298
48, 0, 0, 0, 0, 0, 30, 0.625
49, 1, 0, 1, 0, 0, 30, 0.612245
50, 1, 1, 0, 0, 0, 31, 0.62
51, 1, 0, 1, 0, 0, 31, 0.607843
52, 0, 0, 0, 0, 0, 31, 0.596154
53, 0, 1, 0, 0, 0, 32, 0.603774
54, 1, 0, 1, 0, 0, 32, 0.592593
55, 0, 0, 0, 0, 0, 32, 0.581818
56, 0, 1, 0, 0, 0, 33, 0.589286
57, 0, 1, 0, 0, 0, 34, 0.596491
58, 1, 0, 1, 0, 0, 34, 0.586207
59, 0, 0, 0, 0, 0, 34, 0.576271
60, 0, 1, 0, 0, 0, 35, 0.583333
61, 0, 1, 0, 0, 0, 36, 0.590164
62, 0, 1, 0, 0, 0, 37, 0.596774
63, 0, 1, 0, 0, 0, 38, 0.603175
64, 0, 1, 0, 0, 0, 39, 0.609375
65, 0, 1, 0, 0, 0, 40, 0.615385
66, 1, 0, 1, 0, 0, 40, 0.606061
67, 0, 0, 0, 0, 0, 40, 0.597015
68, 1, 0, 1, 0, 0, 40, 0.588235
69, 0, 0, 0, 0, 0, 40, 0.57971
70, 0, 1, 0, 0, 0, 41, 0.585714
71, 1, 0, 1, 0, 0, 41, 0.577465
72, 0, 0, 0, 0, 0, 41, 0.569444
73, 0, 1, 0, 0, 0, 42, 0.575342
74, 0, 1, 0, 0, 0, 43, 0.581081
75, 0, 1, 0, 0, 0, 44, 0.586667
76, 0, 1, 0, 0, 0, 45, 0.592105
77, 0, 1, 0, 0, 0, 46, 0.597403
78, 0, 1, 0, 0, 0, 47, 0.602564
79, 0, 1, 0, 0, 0, 48, 0.607595
80, 0, 1, 0, 0, 0, 49, 0.6125
81, 1, 0, 1, 0, 0, 49, 0.604938
82, 0, 0, 0, 0, 0, 49, 0.597561
83, 0, 1, 0, 0, 0, 50, 0.60241
84, 0, 1, 0, 0, 0, 51, 0.607143
85, 0, 1, 0, 0, 0, 52, 0.611765
86, 1, 0, 1, 0, 0, 52, 0.604651
87, 0, 0, 0, 0, 0, 52, 0.597701
88, 0, 1, 0, 0, 0, 53, 0.602273
89, 0, 1, 0, 0, 0, 54, 0.606742
90, 0, 1, 0, 0, 0, 55, 0.611111
91, 0, 1, 0, 0, 0, 56, 0.615385
92, 0, 1, 0, 0, 0, 57, 0.619565
93, 0, 1, 0, 0, 0, 58, 0.623656
94, 0, 1, 0, 0, 0, 59, 0.62766
95, 0, 1, 0, 0, 0, 60, 0.631579
96, 0, 1, 0, 0, 0, 61, 0.635417
97, 0, 1, 0, 0, 0, 62, 0.639175
98, 0, 1, 0, 0, 0, 63, 0.642857
99, 0, 1, 0, 0, 0, 64, 0.646465
100, 0, 1, 0, 0, 0, 65, 0.65
101, 0, 1, 0, 0, 0, 66, 0.653465
102, 1, 0, 1, 0, 0, 66, 0.647059
103, 0, 0, 0, 0, 0, 66, 0.640777
104, 1, 0, 1, 0, 0, 66, 0.634615
105, 0, 0, 0, 0, 0, 66, 0.628571
106, 0, 1, 0, 0, 0, 67, 0.632075
107, 0, 1, 0, 0, 0, 68, 0.635514
108, 0, 1, 0, 0, 0, 69, 0.638889
109, 1, 0, 1, 0, 0, 69, 0.633028
110, 0, 0, 0, 0, 0, 69, 0.627273
111, 0, 1, 0, 0, 0, 70, 0.630631
112, 0, 1, 0, 0, 0, 71, 0.633929
113, 1, 0, 1, 0, 0, 71, 0.628319
114, 0, 0, 0, 0, 0, 71, 0.622807
115, 0, 1, 0, 0, 0, 72, 0.626087
116, 0, 1, 0, 0, 0, 73, 0.62931
117, 1, 0, 1, 0, 0, 73, 0.623932
118, 0, 0, 0, 0, 0, 73, 0.618644
119, 0, 1, 0, 0, 0, 74, 0.621849
120, 0, 1, 0, 0, 0, 75, 0.625
121, 0, 1, 0, 0, 0, 76, 0.628099
122, 1, 0, 1, 0, 0, 76, 0.622951
123, 0, 0, 0, 0, 0, 76, 0.617886
124, 1, 0, 1, 0, 0, 76, 0.612903
125, 0, 0, 0, 0, 0, 76, 0.608
126, 0, 1, 0, 0, 0, 77, 0.611111
127, 1, 0, 1, 0, 0, 77, 0.606299
128, 0, 0, 0, 0, 0, 77, 0.601562
129, 0, 1, 0, 0, 0, 78, 0.604651
130, 1, 0, 1, 0, 0, 78, 0.6
131, 0, 0, 0, 0, 0, 78, 0.59542
132, 0, 1, 0, 0, 0, 79, 0.598485
133, 0, 1, 0, 0, 0, 80, 0.601504
134, 0, 1, 0, 0, 0, 81, 0.604478
135, 0, 1, 0, 0, 0, 82, 0.607407
136, 1, 0, 1, 0, 0, 82, 0.602941
137, 1, 1, 1, 0, 0, 83, 0.605839
138, 1, 1, 1, 0, 0, 84, 0.608696
139, 1, 1, 1, 0, 0, 85, 0.611511
140, 0, 0, 0, 0, 0, 85, 0.607143
141, 0, 1, 0, 0, 0, 86, 0.609929
142, 0, 1, 0, 0, 0, 87, 0.612676
143, 0, 1, 0, 0, 0, 88, 0.615385
144, 0, 1, 0, 0, 0, 89, 0.618056
145, 0, 1, 0, 0, 0, 90, 0.62069
146, 0, 1, 0, 0, 0, 91, 0.623288
147, 0, 1, 0, 0, 0, 92, 0.62585
148, 0, 1, 0, 0, 0, 93, 0.628378
149, 0, 1, 0, 0, 0, 94, 0.630872
150, 0, 1, 0, 0, 0, 95, 0.633333
151, 0, 1, 0, 0, 0, 96, 0.635762
152, 0, 1, 0, 0, 0, 97, 0.638158
153, 1, 0, 1, 0, 0, 97, 0.633987
154, 0, 0, 0, 0, 0, 97, 0.62987
155, 0, 1, 0, 0, 0, 98, 0.632258
156, 0, 1, 0, 0, 0, 99, 0.634615
157, 0, 1, 0, 0, 0, 100, 0.636943
158, 0, 1, 0, 0, 0, 101, 0.639241
159, 1, 0, 1, 0, 0, 101, 0.63522
160, 1, 1, 1, 0, 0, 102, 0.6375
161, 1, 1, 0, 0, 0, 103, 0.639752
162, 0, 1, 0, 0, 0, 104, 0.641975
163, 0, 1, 0, 0, 0, 105, 0.644172
164, 0, 1, 0, 0, 0, 106, 0.646341
165, 0, 1, 0, 0, 0, 107, 0.648485
166, 0, 1, 0, 0, 0, 108, 0.650602
167, 1, 0, 1, 0, 0, 108, 0.646707
168, 0, 0, 0, 0, 0, 108, 0.642857
169, 0, 1, 0, 0, 0, 109, 0.64497
170, 0, 1, 0, 0, 0, 110, 0.647059
171, 0, 1, 0, 0, 0, 111, 0.649123
172, 0, 1, 0, 0, 0, 112, 0.651163
173, 0, 1, 0, 0, 0, 113, 0.653179
174, 0, 1, 0, 0, 0, 114, 0.655172
175, 1, 0, 1, 0, 0, 114, 0.651429
176, 0, 0, 0, 0, 0, 114, 0.647727
177, 1, 0, 1, 0, 0, 114, 0.644068
178, 1, 1, 1, 0, 0, 115, 0.646067
179, 0, 0, 0, 0, 0, 115, 0.642458
180, 0, 1, 0, 0, 0, 116, 0.644444
181, 0, 1, 0, 0, 0, 117, 0.646409
182, 1, 0, 1, 0, 0, 117, 0.642857
183, 0, 0, 0, 0, 0, 117, 0.639344
184, 0, 1, 0, 0, 0, 118, 0.641304
185, 0, 1, 0, 0, 0, 119, 0.643243
186, 0, 1, 0, 0, 0, 120, 0.645161
187, 0, 1, 0, 0, 0, 121, 0.647059
188, 1, 0, 1, 0, 0, 121, 0.643617
189, 0, 0, 0, 0, 0, 121, 0.640212
190, 0, 1, 0, 0, 0, 122, 0.642105
191, 0, 1, 0, 0, 0, 123, 0.643979
192, 0, 1, 0, 0, 0, 124, 0.645833
193, 0, 1, 0, 0, 0, 125, 0.647668
194, 0, 1, 0, 0, 0, 126, 0.649485
195, 0, 1, 0, 0, 0, 127, 0.651282
