cycle, observation, reward, action, explored, explore_rate, total reward, average reward
1, 1, 0, 1, 0, 0, 0, 0
2, 1, 1, 0, 0, 0, 1, 0.5
3, 0, 1, 0, 0, 0, 2, 0.666667
4, 1, 0, 1, 0, 0, 2, 0.5
5, 0, 0, 1, 0, 0, 2, 0.4
6, 1, 1, 1, 0, 0, 3, 0.5
7, 1, 1, 1, 0, 0, 4, 0.571429
8, 1, 1, 1, 0, 0, 5, 0.625
9, 0, 0, 1, 0, 0, 5, 0.555556
10, 1, 1, 1, 0, 0, 6, 0.6
11, 1, 1, 1, 0, 0, 7, 0.636364
12, 1, 1, 0, 0, 0, 8, 0.666667
13, 0, 1, 1, 0, 0, 9, 0.692308
14, 1, 1, 0, 0, 0, 10, 0.714286
15, 1, 0, 0, 0, 0, 10, 0.666667
16, 0, 1, 1, 0, 0, 11, 0.6875
17, 1, 1, 1, 0, 0, 12, 0.705882
18, 1, 1, 1, 0, 0, 13, 0.722222
19, 1, 1, 1, 0, 0, 14, 0.736842
20, 1, 1, 1, 0, 0, 15, 0.75
21, 0, 0, 1, 0, 0, 15, 0.714286
22, 1, 1, 1, 0, 0, 16, 0.727273
23, 0, 0, 1, 0, 0, 16, 0.695652
24, 0, 0, 1, 0, 0, 16, 0.666667
25, 0, 0, 0, 0, 0, 16, 0.64
26, 0, 1, 1, 0, 0, 17, 0.653846
27, 1, 1, 1, 0, 0, 18, 0.666667
28, 1, 1, 1, 0, 0, 19, 0.678571
29, 0, 0, 1, 0, 0, 19, 0.655172
30, 1, 1, 1, 0, 0, 20, 0.666667
31, 1, 1, 1, 0, 0, 21, 0.677419
32, 1, 1, 1, 0, 0, 22, 0.6875
33, 0, 0, 1, 0, 0, 22, 0.666667
34, 1, 1, 1, 0, 0, 23, 0.676471
35, 0, 0, 1, 0, 0, 23, 0.657143
36, 1, 1, 1, 0, 0, 24, 0.666667
37, 1, 1, 1, 0, 0, 25, 0.675676
38, 1, 1, 0, 0, 0, 26, 0.684211
39, 0, 1, 1, 0, 0, 27, 0.692308
40, 1, 1, 1, 0, 0, 28, 0.7
41, 1, 1, 1, 0, 0, 29, 0.707317
42, 1, 1, 0, 0, 0, 30, 0.714286
43, 1, 0, 1, 0, 0, 30, 0.697674
44, 1, 1, 1, 0, 0, 31, 0.704545
45, 1, 1, 1, 0, 0, 32, 0.711111
46, 1, 1, 1, 0, 0, 33, 0.717391
47, 1, 1, 1, 0, 0, 34, 0.723404
48, 1, 1, 1, 0, 0, 35, 0.729167
49, 1, 1, 1, 0, 0, 36, 0.734694
50, 0, 0, 1, 0, 0, 36, 0.72
51, 1, 1, 1, 0, 0, 37, 0.72549
52, 1, 1, 1, 0, 0, 38, 0.730769
53, 1, 1, 1, 0, 0, 39, 0.735849
54, 1, 1, 1, 0, 0, 40, 0.740741
55, 0, 0, 1, 0, 0, 40, 0.727273
56, 1, 1, 1, 0, 0, 41, 0.732143
57, 1, 1, 1, 0, 0, 42, 0.736842
58, 1, 1, 1, 0, 0, 43, 0.741379
59, 1, 1, 1, 0, 0, 44, 0.745763
60, 1, 1, 1, 0, 0, 45, 0.75
61, 0, 0, 1, 0, 0, 45, 0.737705
62, 1, 1, 1, 0, 0, 46, 0.741935
63, 1, 1, 1, 0, 0, 47, 0.746032
64, 1, 1, 0, 0, 0, 48, 0.75
65, 1, 0, 1, 0, 0, 48, 0.738462
66, 1, 1, 1, 0, 0, 49, 0.742424
67, 0, 0, 1, 0, 0, 49, 0.731343
68, 1, 1, 1, 0, 0, 50, 0.735294
69, 0, 0, 1, 0, 0, 50, 0.724638
70, 0, 0, 0, 0, 0, 50, 0.714286
71, 1, 0, 0, 0, 0, 50, 0.704225
72, 1, 0, 1, 0, 0, 50, 0.694444
73, 1, 1, 1, 0, 0, 51, 0.69863
74, 1, 1, 1, 0, 0, 52, 0.702703
75, 0, 0, 1, 0, 0, 52, 0.693333
76, 0, 0, 0, 0, 0, 52, 0.684211
77, 1, 0, 1, 0, 0, 52, 0.675325
78, 1, 1, 0, 0, 0, 53, 0.679487
79, 0, 1, 1, 0, 0, 54, 0.683544
80, 0, 0, 1, 0, 0, 54, 0.675
81, 1, 1, 0, 0, 0, 55, 0.679012
82, 1, 0, 1, 0, 0, 55, 0.670732
83, 0, 0, 1, 0, 0, 55, 0.662651
84, 1, 1, 0, 0, 0, 56, 0.666667
85, 1, 0, 1, 0, 0, 56, 0.658824
86, 0, 0, 1, 0, 0, 56, 0.651163
87, 1, 1, 1, 0, 0, 57, 0.655172
88, 1, 1, 1, 0, 0, 58, 0.659091
89, 1, 1, 1, 0, 0, 59, 0.662921
90, 1, 1, 1, 0, 0, 60, 0.666667
91, 0, 0, 1, 0, 0, 60, 0.659341
92, 0, 0, 0, 0, 0, 60, 0.652174
93, 1, 0, 1, 0, 0, 60, 0.645161
94, 0, 0, 1, 0, 0, 60, 0.638298
95, 1, 1, 1, 0, 0, 61, 0.642105
96, 1, 1, 1, 0, 0, 62, 0.645833
97, 1, 1, 1, 0, 0, 63, 0.649485
98, 1, 1, 0, 0, 0, 64, 0.653061
99, 1, 0, 0, 0, 0, 64, 0.646465
100, 1, 0, 1, 0, 0, 64, 0.64
101, 1, 1, 1, 0, 0, 65, 0.643564
102, 1, 1, 1, 0, 0, 66, 0.647059
103, 1, 1, 0, 0, 0, 67, 0.650485
104, 0, 1, 0, 0, 0, 68, 0.653846
105, 1, 0, 0, 0, 0, 68, 0.647619
106, 1, 0, 0, 0, 0, 68, 0.641509
107, 1, 0, 1, 0, 0, 68, 0.635514
108, 0, 0, 1, 0, 0, 68, 0.62963
109, 1, 1, 1, 0, 0, 69, 0.633028
110, 1, 1, 1, 0, 0, 70, 0.636364
111, 0, 0, 1, 0, 0, 70, 0.630631
112, 1, 1, 1, 0, 0, 71, 0.633929
113, 1, 1, 1, 0, 0, 72, 0.637168
114, 1, 1, 1, 0, 0, 73, 0.640351
115, 0, 0, 1, 0, 0, 73, 0.634783
116, 1, 1, 1, 0, 0, 74, 0.637931
117, 1, 1, 1, 0, 0, 75, 0.641026
118, 1, 1, 0, 0, 0, 76, 0.644068
119, 1, 0, 1, 0, 0, 76, 0.638655
120, 1, 1, 1, 0, 0, 77, 0.641667
121, 1, 1, 1, 0, 0, 78, 0.644628
122, 1, 1, 1, 0, 0, 79, 0.647541
123, 0, 0, 1, 0, 0, 79, 0.642276
124, 1, 1, 1, 0, 0, 80, 0.645161
125, 0, 0, 1, 0, 0, 80, 0.64
126, 1, 1, 1, 0, 0, 81, 0.642857
127, 0, 0, 1, 0, 0, 81, 0.637795
128, 1, 1, 1, 0, 0, 82, 0.640625
129, 1, 1, 0, 0, 0, 83, 0.643411
130, 1, 0, 1, 0, 0, 83, 0.638462
131, 0, 0, 1, 0, 0, 83, 0.633588
132, 1, 1, 0, 0, 0, 84, 0.636364
133, 1, 0, 0, 0, 0, 84, 0.631579
134, 1, 0, 1, 0, 0, 84, 0.626866
135, 1, 1, 1, 0, 0, 85, 0.62963
136, 1, 1, 0, 0, 0, 86, 0.632353
137, 1, 0, 1, 0, 0, 86, 0.627737
138, 0, 0, 1, 0, 0, 86, 0.623188
139, 0, 0, 1, 0, 0, 86, 0.618705
140, 1, 1, 1, 0, 0, 87, 0.621429
141, 1, 1, 1, 0, 0, 88, 0.624113
142, 1, 1, 1, 0, 0, 89, 0.626761
143, 1, 1, 1, 0, 0, 90, 0.629371
144, 1, 1, 1, 0, 0, 91, 0.631944
145, 1, 1, 1, 0, 0, 92, 0.634483
146, 1, 1, 1, 0, 0, 93, 0.636986
147, 1, 1, 1, 0, 0, 94, 0.639456
148, 1, 1, 1, 0, 0, 95, 0.641892
149, 0, 0, 1, 0, 0, 95, 0.637584
150, 1, 1, 1, 0, 0, 96, 0.64
151, 1, 1, 1, 0, 0, 97, 0.642384
152, 1, 1, 0, 0, 0, 98, 0.644737
153, 0, 1, 1, 0, 0, 99, 0.647059
154, 0, 0, 1, 0, 0, 99, 0.642857
155, 1, 1, 1, 0, 0, 100, 0.645161
156, 0, 0, 1, 0, 0, 100, 0.641026
157, 0, 0, 1, 0, 0, 100, 0.636943
158, 1, 1, 1, 0, 0, 101, 0.639241
159, 1, 1, 1, 0, 0, 102, 0.641509
160, 1, 1, 1, 0, 0, 103, 0.64375
161, 1, 1, 1, 0, 0, 104, 0.645963
162, 1, 1, 0, 0, 0, 105, 0.648148
163, 1, 0, 0, 0, 0, 105, 0.644172
164, 1, 0, 1, 0, 0, 105, 0.640244
165, 0, 0, 1, 0, 0, 105, 0.636364
166, 1, 1, 1, 0, 0, 106, 0.638554
167, 0, 0, 1, 0, 0, 106, 0.634731
168, 0, 0, 1, 0, 0, 106, 0.630952
169, 0, 0, 1, 0, 0, 106, 0.627219
170, 1, 1, 1, 0, 0, 107, 0.629412
171, 0, 0, 1, 0, 0, 107, 0.625731
172, 1, 1, 1, 0, 0, 108, 0.627907
173, 1, 1, 1, 0, 0, 109, 0.630058
174, 1, 1, 1, 0, 0, 110, 0.632184
175, 0, 0, 1, 0, 0, 110, 0.628571
176, 1, 1, 1, 0, 0, 111, 0.630682
177, 1, 1, 1, 0, 0, 112, 0.632768
178, 1, 1, 1, 0, 0, 113, 0.634831
179, 0, 0, 1, 0, 0, 113, 0.631285
180, 1, 1, 1, 0, 0, 114, 0.633333
181, 1, 1, 0, 0, 0, 115, 0.635359
182, 1, 0, 0, 0, 0, 115, 0.631868
183, 1, 0, 0, 0, 0, 115, 0.628415
184, 1, 0, 1, 0, 0, 115, 0.625
185, 0, 0, 1, 0, 0, 115, 0.621622
186, 1, 1, 1, 0, 0, 116, 0.623656
187, 1, 1, 1, 0, 0, 117, 0.625668
188, 1, 1, 1, 0, 0, 118, 0.62766
189, 0, 0, 1, 0, 0, 118, 0.624339
190, 1, 1, 1, 0, 0, 119, 0.626316
191, 1, 1, 1, 0, 0, 120, 0.628272
192, 0, 0, 1, 0, 0, 120, 0.625
193, 1, 1, 1, 0, 0, 121, 0.626943
194, 0, 0, 1, 0, 0, 121, 0.623711
195, 1, 1, 1, 0, 0, 122, 0.625641
196, 1, 1, 1, 0, 0, 123, 0.627551
197, 1, 1, 1, 0, 0, 124, 0.629442
198, 0, 0, 1, 0, 0, 124, 0.626263
199, 1, 1, 1, 0, 0, 125, 0.628141
200, 0, 0, 1, 0, 0, 125, 0.625
201, 0, 0, 1, 0, 0, 125, 0.621891
202, 1, 1, 1, 0, 0, 126, 0.623762
203, 1, 1, 0, 0, 0, 127, 0.625616
204, 1, 0, 1, 0, 0, 127, 0.622549
205, 0, 0, 1, 0, 0, 127, 0.619512
206, 1, 1, 1, 0, 0, 128, 0.621359
207, 1, 1, 1, 0, 0, 129, 0.623188
208, 1, 1, 1, 0, 0, 130, 0.625
209, 1, 1, 1, 0, 0, 131, 0.626794
210, 1, 1, 0, 0, 0, 132, 0.628571
211, 0, 1, 1, 0, 0, 133, 0.630332
212, 0, 0, 1, 0, 0, 133, 0.627358
213, 1, 1, 1, 0, 0, 134, 0.629108
214, 1, 1, 1, 0, 0, 135, 0.630841
215, 1, 1, 1, 0, 0, 136, 0.632558
216, 0, 0, 1, 0, 0, 136, 0.62963
217, 1, 1, 1, 0, 0, 137, 0.631336
218, 1, 1, 1, 0, 0, 138, 0.633028
219, 1, 1, 0, 0, 0, 139, 0.634703
220, 1, 0, 1, 0, 0, 139, 0.631818
221, 1, 1, 0, 0, 0, 140, 0.633484
222, 1, 0, 1, 0, 0, 140, 0.630631
223, 1, 1, 1, 0, 0, 141, 0.632287
224, 1, 1, 1, 0, 0, 142, 0.633929
225, 1, 1, 1, 0, 0, 143, 0.635556
226, 1, 1, 1, 0, 0, 144, 0.637168
227, 0, 0, 1, 0, 0, 144, 0.634361
228, 0, 0, 1, 0, 0, 144, 0.631579
229, 0, 0, 1, 0, 0, 144, 0.628821
230, 1, 1, 1, 0, 0, 145, 0.630435
231, 1, 1, 1, 0, 0, 146, 0.632035
232, 1, 1, 0, 0, 0, 147, 0.633621
233, 1, 0, 1, 0, 0, 147, 0.630901
234, 1, 1, 1, 0, 0, 148, 0.632479
235, 1, 1, 1, 0, 0, 149, 0.634043
236, 0, 0, 1, 0, 0, 149, 0.631356
